,Composition_Formula,Equilibrium_Pressure_25C,Heat_of_Formation_kJperMolH2,bin,3bin_limit,2bin_real,element,pred_elements,ln_pressure,regression_pred,regression_bin_pred,regression_bin_pred_median,binary_heat
339,Y5Si3,1.9380150530445334e-06,-53.3,2,2,2,"['Y', 'Si']",1,-13.153846277217024,-67.82259811070938,2,0,0
340,YCo3,0.0351650288440742,-44.0,2,2,2,"['Y', 'Co']",2,-3.347703188972977,-41.278412539898,2,0,0
341,Zr2Ni5,0.181501415012724,-35.0,1,1,1,"['Zr', 'Ni']",1,-1.7064918290942666,-36.8358280797782,1,0,0
342,Zr3V3O,3.377889185397852e-20,-152.0,2,2,2,"['Zr', 'V', 'O']",1,-44.83445084682977,-153.57862258677878,2,0,0
343,Zr7Ni10,0.0341081407578893,-47.0,2,2,2,"['Zr', 'Ni']",1,-3.37821919128168,-41.36101611001443,2,0,0
344,Ca1.03La0.65Mg1.32Ni9,3.546232034133789,-26.8,1,1,1,"['Ca', 'La', 'Mg', 'Ni']",1,1.2658856409691313,-28.78991864914293,1,1,1
345,Ca1.5Y0.5Mg1Ni9,7.984086909413285,-25.8,1,1,1,"['Ca', 'Y', 'Mg', 'Ni']",1,2.0774504243974725,-26.593099163622377,1,1,1
346,CaNi3,0.5089174947062393,-35.0,1,1,1,"['Ca', 'Ni']",1,-0.6754693684851413,-34.04496002127593,1,1,0
347,CaMgTiNi9,1.3842002922816712,-33.4,1,1,1,"['Ca', 'Mg', 'Ti', 'Ni']",1,0.3251225665812684,-31.336464156382725,1,1,1
348,Ce2Co7,0.0268842964478483,-43.3,2,2,2,"['Ce', 'Co']",2,-3.61621293801034,-42.00523985027697,2,0,0
349,Co0.05Pd0.95,0.0524667422946458,-38.2,1,1,1,"['Co', 'Pd']",2,-2.9475757902198416,-40.195310261163954,2,0,0
350,Cr0.05Pd0.95,0.2135207227832241,-29.6,1,1,1,"['Cr', 'Pd']",1,-1.5440213888071836,-36.396037891327666,1,0,1
351,Ni0.025Pd0.95Rh0.025,0.1156884619629,-32.6,1,1,1,"['Ni', 'Pd', 'Rh']",1,-2.156854373498551,-38.054911550744634,1,0,1
352,Ni0.05Pd0.95,0.5221822320568746,-31.6,1,1,1,"['Ni', 'Pd']",1,-0.6497386484647356,-33.97530970096691,1,1,1
353,Pd0.95Pt0.05,0.1364868564946759,-33.0,1,1,1,"['Pd', 'Pt']",1,-1.9915269584095399,-37.607387835602616,1,0,1
354,Pd0.95Rh0.05,0.1035422732075764,-34.2,1,1,1,"['Pd', 'Rh']",1,-2.2677753128761355,-38.355162727178836,1,0,1
355,Sb0.05Pd0.95,0.0042336164725984,-34.6,1,1,1,"['Sb', 'Pd']",1,-5.464698693131329,-47.00889403596345,2,0,1
356,Sc0.05Pd0.95,0.0124491852465784,-37.4,1,1,1,"['Sc', 'Pd']",1,-4.3861001002547395,-44.08924245143217,2,0,0
357,Pd0.96Pt0.04,0.0381571444757648,-37.4,1,1,1,"['Pd', 'Pt']",1,-3.2660422655016426,-41.0573651120764,2,0,0
358,Pd0.972Ir0.028,0.1,-30.7,1,1,1,"['Pd', 'Ir']",1,-2.3025850929940455,-38.44938909679368,1,0,1
359,Mo0.025Pd0.975,0.1303524201190535,-30.8,1,1,1,"['Mo', 'Pd']",1,-2.037513572460797,-37.731868705009184,1,0,1
360,Pd0.975Rh0.025,0.0440718234658712,-36.0,1,1,1,"['Pd', 'Rh']",1,-3.121934624404442,-40.667281066490546,2,0,0
361,V0.02Pd0.98,0.1,-30.8,1,1,1,"['V', 'Pd']",1,-2.3025850929940455,-38.44938909679368,1,0,1
362,Co0.1Pd0.9,0.6151017633215567,-29.8,1,1,1,"['Co', 'Pd']",2,-0.4859675560485342,-33.53199878564469,1,1,1
363,Ni0.05Pd0.9Rh0.05,0.5794717786286243,-28.4,1,1,1,"['Ni', 'Pd', 'Rh']",1,-0.5456383169073895,-33.69352118391438,1,1,1
364,Pd0.9Rh0.1,0.4775848395826602,-29.2,1,1,1,"['Pd', 'Rh']",1,-0.73901346032494,-34.21696711423242,1,1,1
365,Ti0.23Mn0.36V0.41,2.073619215822363,-34.0,1,1,1,"['Ti', 'Mn', 'V']",1,0.7292954940225238,-30.24241106209733,1,1,1
366,Ti0.3034Mn0.26V0.4366,0.0299999999999999,-52.7,2,2,2,"['Ti', 'Mn', 'V']",1,-3.506557897319985,-41.708415326846435,2,0,0
367,Ti0.296Mn0.1V0.504Fe0.1,0.0299999999999999,-44.7,2,2,2,"['Ti', 'Mn', 'V', 'Fe']",1,-3.506557897319985,-41.708415326846435,2,0,0
368,Ti0.138Mn0.08V0.782,0.06,-50.6,2,2,2,"['Ti', 'Mn', 'V']",1,-2.8134107167600364,-39.83213968788239,1,0,0
369,Ti0.1045V0.8455Fe0.05,1.9642282389693584,-42.9,2,2,2,"['Ti', 'V', 'Fe']",1,0.6750994144681263,-30.389114080802717,1,1,0
370,Ti0.172Mn0.14V0.688,0.0399999999999999,-48.6,2,2,2,"['Ti', 'Mn', 'V']",1,-3.2188758248682032,-40.92969057769298,2,0,0
371,Ti0.176Mn0.08V0.704Fe0.04,0.08,-48.5,2,2,2,"['Ti', 'Mn', 'V', 'Fe']",1,-2.5257286443082556,-39.05341493872894,1,0,0
372,Ti0.095V0.855Fe0.05,0.6162287087462747,-43.2,2,2,2,"['Ti', 'V', 'Fe']",1,-0.48413710392387743,-33.52704394657716,1,1,0
373,Nb0.95Cr0.05,0.0153781976026468,-47.2,2,2,2,"['Nb', 'Cr']",1,-4.174804512757293,-43.51728778644776,2,0,0
374,Nb0.97Cr0.03,0.0266161112353503,-47.2,2,2,2,"['Nb', 'Cr']",1,-3.6262385610084524,-42.03237814460228,2,0,0
375,Cu0.2Ni0.8,3800.000000000002,-5.1,0,0,2,"['Cu', 'Ni']",1,8.242756345714477,-9.904272271788233,0,1,1
376,Pd0.75Rh0.25,12.772030674720083,-25.4,1,1,1,"['Pd', 'Rh']",1,2.5472576765659123,-25.321380938439397,1,1,1
377,Ag0.3Pd0.7,0.0004759339191252,-46.0,2,2,2,"['Ag', 'Pd']",1,-7.650231538737215,-52.92489882019043,2,0,0
378,Ni0.1Pd0.825Rh0.075,5.463894094571971,-21.4,1,1,1,"['Ni', 'Pd', 'Rh']",1,1.6981617396816675,-27.61979326153688,1,1,1
379,Pd0.85Rh0.15,1.0261012345764082,-31.0,1,1,1,"['Pd', 'Rh']",1,0.025766411058880445,-32.1467894058151,1,1,1
380,Pd0.88Pt0.06Rh0.06,0.7495320031869481,-24.8,1,1,1,"['Pd', 'Pt', 'Rh']",1,-0.2883062629688917,-32.99695070441053,1,1,1
381,Pd0.8Rh0.2,3.973520767739135,-28.4,1,1,1,"['Pd', 'Rh']",1,1.3796525449451873,-28.481963749466072,1,1,1
382,Pd0.9Pt0.1,0.4359645041261238,-30.7,1,1,1,"['Pd', 'Pt']",1,-0.8301944515020465,-34.463784352014436,1,1,1
383,Co0.09Pd0.91,4.823245122848408,-27.2,1,1,1,"['Co', 'Pd']",2,1.5734469635250663,-27.957382885911393,1,1,1
384,Ni0.09Pd0.91,2.7165752252186164,-29.4,1,1,1,"['Ni', 'Pd']",1,0.9993719785894402,-29.511342765403697,1,1,1
385,Pd0.925Rh0.075,0.2418226344905151,-32.4,1,1,1,"['Pd', 'Rh']",1,-1.4195507368676443,-36.05910908522408,1,0,1
386,Pd0.927Ir0.073,0.5999999999999999,-17.0,0,0,2,"['Pd', 'Ir']",1,-0.5108256237659909,-33.59928692905501,1,1,1
387,Pd0.92Pt0.08,0.2615787024756743,-30.7,1,1,1,"['Pd', 'Pt']",1,-1.3410200752680372,-35.84653494310315,1,0,1
388,Pd0.942Ir0.058,0.3499999999999997,-25.9,1,1,1,"['Pd', 'Ir']",1,-1.0498221244986785,-35.05829308557525,1,0,1
389,Ti0.048Pd0.952,0.2534668023255709,-27.2,1,1,1,"['Ti', 'Pd']",1,-1.3725224218221328,-35.93180844210505,1,0,1
390,Bi0.05Pd0.95,0.0074653523067964,-37.8,1,1,1,"['Bi', 'Pd']",1,-4.897482654624179,-45.47350059438455,2,0,0
391,V0.855Cr0.145,19.788671159054186,-29.7,1,1,1,"['V', 'Cr']",1,2.9851096102682533,-24.13616235900964,1,1,1
392,Ti0.2V0.8,0.0083801381195802,-60.0,2,2,2,"['Ti', 'V']",1,-4.78189088257383,-45.160605971070126,2,0,0
393,Zr0.975Nb0.025,3.9111449952122187e-29,-219.0,2,2,2,"['Zr', 'Nb']",1,-65.41113752804844,-209.27752324360324,2,0,0
394,V75Ti17.5Zr7.5,0.021249848,-52.98,2,2,2,"['V', 'Ti', 'Zr']",1,-3.8514055365784703,-42.641881180624075,2,0,0
395,LaNi4.7Sn0.3,0.320558835,-36.51,1,1,1,"['La', 'Ni', 'Sn']",1,-1.137689446925888,-35.29614057475928,1,0,0
396,V75Ti10Zr7.5Cr7.5,0.343601398,-42.23,2,2,2,"['V', 'Ti', 'Zr', 'Cr']",1,-1.0682730201957968,-35.108237696308,1,0,0
397,LaNi4.8Sn0.2,0.518801844,-32.83,1,1,1,"['La', 'Ni', 'Sn']",1,-0.6562332721899584,-33.99288995610122,1,1,1
398,LaNi4.8Al0.2,0.996152949,-30.4,1,1,1,"['La', 'Ni', 'Al']",1,-0.0038544699341562,-32.22696997780703,1,1,1
399,V0.85Ti0.1Fe0.05,1.734454519,-42.9,2,2,2,"['V', 'Ti', 'Fe']",1,0.5506929656944313,-30.725869095770168,1,1,0
400,TiFe0.9Mn0.1,2.749244481,-29.7,1,1,1,"['Ti', 'Fe', 'Mn']",1,1.0113261397503128,-29.478984123546024,1,1,1
401,La0.85Ce0.15Ni5,3.773595219,-24.3,1,1,1,"['La', 'Ce', 'Ni']",1,1.32802818602718,-28.621705394143532,1,1,1
402,V92.5Zr7.5,4.339950546,-40.32,2,2,2,"['V', 'Zr']",1,1.4678629531165153,-28.243187563690874,1,1,0
403,La0.2Y0.8Ni4.6Mn0.4,5.65230817,-27.1,1,1,1,"['La', 'Y', 'Ni', 'Mn']",1,1.7320639873981774,-27.528023485534582,1,1,1
404,Zr0.7Ti0.3Mn2,5.926100553,-21.0,1,1,1,"['Zr', 'Ti', 'Mn']",1,1.7793664171140655,-27.399980843179705,1,1,1
405,Ti0.9Zr0.1Mn1.4Cr0.35V0.2Fe0.05,11.55536386,-25.89,1,1,1,"['Ti', 'Zr', 'Mn', 'Cr', 'V', 'Fe']",1,2.447149732629092,-25.5923624871542,1,1,1
406,La0.4Ce0.4Ca0.2Ni5,12.53613086,-28.2,1,1,1,"['La', 'Ce', 'Ca', 'Ni']",1,2.5286149437356755,-25.37184483187229,1,1,1
407,Ti0.8Zr0.2CrMn,23.81578583,-24.6,1,1,1,"['Ti', 'Zr', 'Cr', 'Mn']",1,3.1703486309790536,-23.63474004684722,1,1,1
408,Zr0.8Ti0.2FeNi0.8V0.2,31.57636591,-26.8,1,1,1,"['Zr', 'Ti', 'Fe', 'Ni', 'V']",1,3.452408926524971,-22.87123284939418,1,1,1
409,Ti0.77Zr0.3Cr0.85Fe0.7Mn0.25Ni0.2Cu0.03,33.80666249,-19.26,0,0,2,"['Ti', 'Zr', 'Cr', 'Fe', 'Mn', 'Ni', 'Cu']",1,3.520657898153104,-22.686490147639603,1,1,1
410,TiCr1.9Mo0.01,37.30599485,-24.8,1,1,1,"['Ti', 'Cr', 'Mo']",1,3.6191540335748624,-22.419871593013646,1,1,1
411,TiCr1.9,62.974491,-26.19,1,1,1,"['Ti', 'Cr']",1,4.142729739633561,-21.00260788628149,1,1,1
412,ZrFe1.8Cr0.2,63.01154205,-22.3,1,1,1,"['Zr', 'Fe', 'Cr']",1,4.143317916754011,-21.001015753422195,1,1,1
413,(Ti0.97Zr0.03)1.1Cr1.6Mn0.4,83.318363,-23.4,1,1,1,"['Ti', 'Zr', 'Cr', 'Mn']",1,4.422668969056221,-20.244842189057135,1,1,1
414,TiCr1.5Mn0.25Fe0.25,85.75949534,-19.32,0,0,2,"['Ti', 'Cr', 'Mn', 'Fe']",1,4.451546812743611,-20.16667293996246,1,1,1
415,TiCr1.5Mn0.2Fe0.3,119.2821164,-18.32,0,0,2,"['Ti', 'Cr', 'Mn', 'Fe']",1,4.781491413424495,-19.273548025330108,0,1,1
416,TiCrMn,130.0843717,-19.6,0,0,2,"['Ti', 'Cr', 'Mn']",1,4.8681832530146,-19.038882443067344,0,1,1
417,ZrFe1.8Ni0.2,314.8175759,-21.5,1,1,1,"['Zr', 'Fe', 'Ni']",1,5.7519933469415,-16.646502591841575,0,1,1
418,Ti0.86Mo0.14Cr1.9,1282.185912,-17.2,0,0,2,"['Ti', 'Mo', 'Cr']",1,7.156321644127329,-12.845135368521035,0,1,1
419,NbTiVZrHf,5.88e-07,-61.8,2,2,2,"['Nb', 'Ti', 'V', 'Zr', 'Hf']",1,-14.346538889047784,-71.05109006034505,2,0,0
420,VTiZrNb,7.48e-08,-67.6,2,2,2,"['V', 'Ti', 'Zr', 'Nb']",1,-16.40844795196598,-76.63245842339214,2,0,0
421,NbTiV0.5ZrHf,1.63e-06,-59.1,2,2,2,"['Nb', 'Ti', 'V', 'Zr', 'Hf']",1,-13.326930543145602,-68.29111879543237,2,0,0
422,VTiAlCr,0.00137,-42.7,2,2,2,"['V', 'Ti', 'Al', 'Cr']",1,-6.5929445391421035,-50.062935450259175,2,0,0
423,VTiAlTaNb,9.6e-06,-56.1,2,2,2,"['V', 'Ti', 'Al', 'Ta', 'Nb']",1,-11.553747459490484,-63.49130092616312,2,0,0
424,TiVCrNb,0.0132,-47.1,2,2,2,"['Ti', 'V', 'Cr', 'Nb']",1,-4.327538449389812,-43.93072229586201,2,0,0
425,Al0.1Ti0.3V0.3Nb0.3,0.339,-48.6,2,2,2,"['Al', 'Ti', 'V', 'Nb']",1,-1.0817551716016867,-35.14473244511915,1,0,0
426,TiVNb,0.00029,-67.0,2,2,2,"['Ti', 'V', 'Nb']",1,-8.145629634983754,-54.26588873639504,2,0,0
